mean_absolute_error,mean_square_error,mean_absolute_percentage_error,log_poisson_loss,r_square
0.6301245093345642,0.48405393958091736,95.98274993896484,0.7246119379997253,-12183.1875
0.27796441316604614,0.1263807862997055,83.66272735595703,0.052221763879060745,-825.61083984375
0.1773613840341568,0.06846348941326141,58.95912551879883,-0.07726332545280457,-80.9040298461914
0.15401674807071686,0.061566323041915894,57.7256965637207,-0.051273413002491,-24.26353645324707
0.14644713699817657,0.05982168763875961,57.07853698730469,-0.04806279018521309,-12.170550346374512
0.14307865500450134,0.058360569179058075,56.59834671020508,-0.05022266507148743,-10.318133354187012
0.1410396546125412,0.05738290399312973,56.510128021240234,-0.05397535488009453,-12.643908500671387
0.1388586014509201,0.056651316583156586,54.89678192138672,-0.05192996561527252,-8.753893852233887
0.1373395174741745,0.05617158114910126,55.35622024536133,-0.051120318472385406,-7.430595874786377
0.13602665066719055,0.05571915581822395,53.688785552978516,-0.05341436713933945,-9.72227668762207
0.1335064172744751,0.054336000233888626,53.44864273071289,-0.05465119704604149,-7.021604537963867
0.13385948538780212,0.05498979613184929,53.914005279541016,-0.05842427909374237,-6.568409442901611
0.13059207797050476,0.05333809554576874,51.97052764892578,-0.05360057204961777,-5.447654724121094
0.1289510726928711,0.0524279959499836,50.60771942138672,-0.053423698991537094,-4.6865339279174805
0.13040903210639954,0.05357005447149277,52.22452926635742,-0.05473252013325691,-5.319359302520752
0.12979863584041595,0.052998051047325134,52.82867431640625,-0.0572752021253109,-4.564671039581299
0.1273001879453659,0.052021440118551254,51.99142074584961,-0.057679031044244766,-3.6282873153686523
0.1270693689584732,0.05179746076464653,51.4508056640625,-0.05298208072781563,-3.9462392330169678
0.1253328174352646,0.051018621772527695,50.33687210083008,-0.05490052327513695,-4.154975891113281
0.12530916929244995,0.051365941762924194,50.1787223815918,-0.05196003243327141,-3.8541717529296875
0.12688590586185455,0.05187981575727463,52.210540771484375,-0.05681998282670975,-4.276737689971924
0.12635363638401031,0.05111248046159744,52.2864875793457,-0.06023894250392914,-4.15620756149292
0.12482941150665283,0.050600260496139526,50.927711486816406,-0.05619407817721367,-3.7884645462036133
0.12506553530693054,0.050371646881103516,50.63127899169922,-0.057807039469480515,-4.126332759857178
0.12489347159862518,0.05069373548030853,50.67473602294922,-0.05573710426688194,-4.592459201812744
0.12348930537700653,0.04991328716278076,51.467952728271484,-0.06186093017458916,-5.3607001304626465
