mean_absolute_error,mean_square_error,mean_absolute_percentage_error,log_poisson_loss,r_square
0.68426913022995,0.5470842719078064,103.23413848876953,0.8084555864334106,-15526.4501953125
0.4501582086086273,0.2646496891975403,106.62413024902344,0.38931313157081604,-5566.56640625
0.2913201153278351,0.12608018517494202,80.07272338867188,0.15046945214271545,-1702.7933349609375
0.22024238109588623,0.08354349434375763,65.14769744873047,0.05779825523495674,-596.1245727539062
0.19208551943302155,0.07312367111444473,61.05013656616211,0.006303936243057251,-257.7829284667969
0.17948342859745026,0.06990957260131836,59.7364501953125,-0.009424799121916294,-174.3460235595703
0.1729794591665268,0.06794234365224838,58.742759704589844,-0.007769894786179066,-142.1904296875
0.16852258145809174,0.06610551476478577,58.225276947021484,-0.015088919550180435,-119.642578125
0.1646127551794052,0.06523849815130234,58.3497428894043,-0.018328752368688583,-91.16747283935547
0.16076971590518951,0.0638183131814003,58.94377899169922,-0.025022022426128387,-77.09231567382812
0.15803419053554535,0.06279042363166809,56.5984001159668,-0.023618221282958984,-66.05561065673828
0.15504013001918793,0.061644475907087326,57.0655403137207,-0.023286497220396996,-56.82487869262695
0.15327055752277374,0.06112576648592949,57.415470123291016,-0.026789231225848198,-51.54233169555664
0.15194213390350342,0.06074840575456619,57.51428985595703,-0.027034910395741463,-44.89091491699219
0.1504237949848175,0.05992801487445831,59.51289367675781,-0.03392650932073593,-40.58088302612305
0.1489884853363037,0.059502579271793365,57.190467834472656,-0.028766188770532608,-35.84833908081055
0.14826975762844086,0.0590398833155632,57.08863067626953,-0.03313879668712616,-35.990211486816406
0.14639341831207275,0.05847134813666344,58.10821533203125,-0.02793850563466549,-36.62209701538086
0.14508850872516632,0.057529646903276443,56.724403381347656,-0.03256361186504364,-31.521203994750977
0.14489829540252686,0.0577278658747673,56.714263916015625,-0.03672444075345993,-29.46462059020996
0.1425960510969162,0.05693851038813591,55.49628448486328,-0.028266651555895805,-25.90350341796875
0.1420826017856598,0.05669350177049637,56.21672821044922,-0.03099828027188778,-25.471986770629883
0.1427639275789261,0.05756024643778801,56.819583892822266,-0.03990824148058891,-23.02604866027832
0.1411401927471161,0.0558144673705101,54.501651763916016,-0.03537164255976677,-24.5634765625
0.1393161416053772,0.054898831993341446,54.597389221191406,-0.03999219834804535,-20.07370948791504
0.1381268948316574,0.05453569069504738,54.0402717590332,-0.03881079703569412,-19.30879020690918
0.13536697626113892,0.053648315370082855,52.73242950439453,-0.03508303314447403,-18.238759994506836
0.1345476359128952,0.053578536957502365,53.36411666870117,-0.03800985589623451,-17.87548065185547
0.13403373956680298,0.05266996845602989,52.46083068847656,-0.04138132184743881,-15.84399127960205
0.1329825073480606,0.05252617597579956,52.32596206665039,-0.04027372971177101,-15.992388725280762
0.13168145716190338,0.052850913256406784,51.73499298095703,-0.039193760603666306,-15.70705509185791
0.13313812017440796,0.05311431735754013,52.58414077758789,-0.040419481694698334,-15.48775577545166
0.13013897836208344,0.05169130116701126,52.26493453979492,-0.0421149767935276,-14.572371482849121
0.12971919775009155,0.05146784335374832,51.68661880493164,-0.044802211225032806,-13.365689277648926
0.12995211780071259,0.05195154994726181,51.80710220336914,-0.04246336594223976,-12.07685375213623
0.12963342666625977,0.0520869642496109,51.5482063293457,-0.04101371765136719,-14.1795072555542
0.1283559948205948,0.05109883472323418,50.54035949707031,-0.044175297021865845,-13.197288513183594
0.12831301987171173,0.05144471675157547,52.321414947509766,-0.04656602069735527,-11.102421760559082
0.12901978194713593,0.05203558877110481,50.020442962646484,-0.036161791533231735,-11.619948387145996
0.1263923943042755,0.05066727474331856,50.39826965332031,-0.04572499915957451,-12.051329612731934
0.12675124406814575,0.05095513537526131,51.515052795410156,-0.04490603879094124,-10.411946296691895
0.1260492205619812,0.05011163279414177,50.27790832519531,-0.0480969101190567,-10.104178428649902
0.12557409703731537,0.05015960708260536,49.061180114746094,-0.04134378954768181,-10.634634971618652
0.12410729378461838,0.049573514610528946,50.24143981933594,-0.04840671271085739,-9.998077392578125
0.12382715940475464,0.04986352100968361,49.217254638671875,-0.041301265358924866,-9.450530052185059
0.12608420848846436,0.051146652549505234,51.48468780517578,-0.047868069261312485,-8.807527542114258
0.12381795048713684,0.049496956169605255,49.45192337036133,-0.04586583375930786,-8.628338813781738
0.12411036342382431,0.04991075396537781,50.7977409362793,-0.0493258535861969,-8.847251892089844
0.12465856224298477,0.050140783190727234,49.12940979003906,-0.045897193253040314,-8.168244361877441
0.12447289377450943,0.05086418613791466,50.75230407714844,-0.048016682267189026,-8.04678726196289
0.12361254543066025,0.04983692616224289,48.3215446472168,-0.04148009791970253,-7.442338466644287
0.12250985205173492,0.04929002374410629,49.63457489013672,-0.04911714792251587,-8.249378204345703
0.12323954701423645,0.049560170620679855,49.822723388671875,-0.04910558462142944,-6.3701300621032715
