loss,val_loss
0.5470842719078064,0.39109161496162415
0.2646496891975403,0.16040092706680298
0.12608018517494202,0.0866035744547844
0.08354349434375763,0.06276417523622513
0.07312367111444473,0.06067383661866188
0.06990957260131836,0.0580081082880497
0.06794234365224838,0.0540168397128582
0.06610551476478577,0.053796879947185516
0.06523849815130234,0.05245645344257355
0.0638183131814003,0.05211004614830017
0.06279042363166809,0.051162511110305786
0.061644475907087326,0.04991802200675011
0.06112576648592949,0.049070458859205246
0.06074840575456619,0.04913119971752167
0.05992801487445831,0.05150653421878815
0.059502579271793365,0.052991896867752075
0.0590398833155632,0.05165760964155197
0.05847134813666344,0.04780353605747223
0.057529646903276443,0.04731745272874832
0.0577278658747673,0.04681621491909027
0.05693851038813591,0.04666190594434738
0.05669350177049637,0.04629367217421532
0.05756024643778801,0.048625398427248
0.0558144673705101,0.046895094215869904
0.054898831993341446,0.04809598624706268
0.05453569069504738,0.04646976664662361
0.053648315370082855,0.045448414981365204
0.053578536957502365,0.04809175804257393
0.05266996845602989,0.045328572392463684
0.05252617597579956,0.04463811218738556
0.052850913256406784,0.04406290501356125
0.05311431735754013,0.043861012905836105
0.05169130116701126,0.04642879590392113
0.05146784335374832,0.04355989024043083
0.05195154994726181,0.04537972807884216
0.0520869642496109,0.0478217788040638
0.05109883472323418,0.04462407901883125
0.05144471675157547,0.05003629997372627
0.05203558877110481,0.04452599212527275
0.05066727474331856,0.043695442378520966
0.05095513537526131,0.042486753314733505
0.05011163279414177,0.04609652981162071
0.05015960708260536,0.0436946377158165
0.049573514610528946,0.043371737003326416
0.04986352100968361,0.043487146496772766
0.051146652549505234,0.04222753643989563
0.049496956169605255,0.04210793599486351
0.04991075396537781,0.04291440546512604
0.050140783190727234,0.04329736530780792
0.05086418613791466,0.04271455854177475
0.04983692616224289,0.04214979708194733
0.04929002374410629,0.04423360154032707
0.049560170620679855,0.04239124059677124
0.04881226643919945,0.04198061302304268
0.04908525571227074,0.04491161182522774
0.049237098544836044,0.044808872044086456
0.049885157495737076,0.04350370913743973
0.05056553706526756,0.04282788187265396
0.04976048693060875,0.04267493262887001
0.04955700784921646,0.0436522550880909
0.04850112274289131,0.042393069714307785
0.049394309520721436,0.04334472492337227
0.048610102385282516,0.0461200587451458
0.04924642667174339,0.044041335582733154
0.04820545017719269,0.04208916425704956
0.04822809621691704,0.04341063275933266
0.04775010049343109,0.0453496053814888
0.04847966879606247,0.043200451880693436
0.048257991671562195,0.04519537836313248
0.048887576907873154,0.0450885072350502
0.0484151691198349,0.04381069168448448
0.04792284220457077,0.04253844544291496
0.04805669188499451,0.04299178346991539
0.04780956730246544,0.04238589480519295
0.047999367117881775,0.042980704456567764
0.047609955072402954,0.042478807270526886
0.048033177852630615,0.043950941413640976
0.047622185200452805,0.04258943349123001
0.04877970740199089,0.042785946279764175
0.04768938943743706,0.0417090579867363
0.04743683710694313,0.042639099061489105
0.047534823417663574,0.04314354434609413
0.047964856028556824,0.043287329375743866
0.04775848984718323,0.04417911544442177
0.04804256558418274,0.04337901994585991
0.04746221378445625,0.042209457606077194
0.047212544828653336,0.04257078841328621
0.047131478786468506,0.042940545827150345
